group	x	y	clickSelects
9309	-45.25	42.75	87
9309	-45.25	43.25	87
9309	-41.75	46.75	87
9309	-40.75	46.75	87
9309	-40.25	47.25	87
9309	-38.75	47.25	87
9309	-38.75	46.75	87
9309	-39.25	46.25	87
9309	-39.25	45.75	87
9309	-37.75	45.75	87
9309	-37.75	46.75	87
9309	-37.25	46.75	87
9309	-35.75	45.25	87
9309	-35.75	44.25	87
9309	-35.25	44.25	87
9309	-34.75	44.75	87
9309	-34.75	45.75	87
9309	-34.25	46.25	87
9309	-34.25	46.75	87
9309	-35.25	46.75	87
9309	-35.75	47.25	87
9309	-35.75	48.75	87
9309	-34.25	48.75	87
9309	-33.25	47.75	87
9309	-33.25	46.25	87
9309	-33.75	45.75	87
9309	-33.75	45.25	87
9309	-33.25	45.25	87
9309	-32.25	46.25	87
9309	-31.75	46.25	87
9309	-30.75	45.25	87
9309	-29.75	45.25	87
9309	-28.75	44.25	87
9309	-28.75	43.75	87
9309	-30.75	43.75	87
9309	-30.75	42.75	87
9309	-31.75	41.75	87
9309	-31.75	41.25	87
9309	-31.25	40.75	87
9309	-31.25	39.75	87
9309	-30.25	39.75	87
9309	-30.25	38.75	87
9309	-28.75	37.25	87
9309	-28.75	36.25	87
9309	-28.25	35.75	87
9309	-28.25	35.25	87
9309	-28.75	34.75	87
9309	-29.25	34.75	87
9309	-31.25	36.75	87
9309	-31.75	36.75	87
9309	-31.75	35.75	87
9309	-32.75	35.75	87
9309	-32.75	35.25	87
9309	-32.25	34.75	87
9309	-31.75	34.75	87
9309	-31.25	35.25	87
9309	-30.75	35.25	87
9309	-30.75	34.75	87
9309	-31.75	33.75	87
9309	-31.75	33.25	87
9309	-31.25	33.25	87
9309	-30.25	34.25	87
9309	-29.75	34.25	87
9309	-29.25	33.75	87
9309	-28.75	33.75	87
9309	-28.25	34.25	87
9309	-27.75	34.25	87
9309	-27.75	33.25	87
9309	-27.25	32.75	87
9309	-27.25	31.75	87
9309	-26.75	31.75	87
9309	-26.25	32.25	87
9309	-26.25	32.75	87
9309	-26.75	33.25	87
9309	-26.75	33.75	87
9309	-25.75	34.75	87
9309	-25.25	34.75	87
9309	-24.75	34.25	87
9309	-24.25	34.25	87
9309	-23.75	34.75	87
9309	-23.75	36.25	87
9309	-24.75	37.25	87
9309	-25.75	37.25	87
9309	-25.75	38.75	87
9309	-24.75	38.75	87
9309	-24.75	40.25	87
9309	-25.75	41.25	87
9309	-25.75	41.75	87
9309	-25.25	42.25	87
9309	-25.25	42.75	87
9309	-26.75	44.25	87
